ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2021-06-01,½ÂÂ÷,182384 ,3659 ,8953 ,23212 ,21047 ,9261 ,6510 ,6827 ,6779 ,7370 ,7042 ,8297 ,10444 ,15371 ,18997 ,8159 ,7081 ,7070 ,4421 ,1480 ,385 ,7 ,0 ,0 ,12 
2021-06-01,ÇÏÂ÷,180714 ,983 ,5269 ,13235 ,23391 ,10083 ,5985 ,6047 ,6222 ,7051 ,7021 ,7790 ,9120 ,13184 ,21219 ,15465 ,8996 ,7975 ,6893 ,3519 ,1232 ,31 ,0 ,0 ,3 
2021-06-02,½ÂÂ÷,186225 ,3715 ,8950 ,23763 ,20861 ,9358 ,6611 ,6801 ,7101 ,7145 ,7117 ,8331 ,10729 ,16776 ,19897 ,8472 ,6874 ,6338 ,5441 ,1540 ,382 ,9 ,0 ,0 ,14 
2021-06-02,ÇÏÂ÷,184149 ,1003 ,5318 ,13584 ,23520 ,10063 ,5999 ,5994 ,6493 ,6864 ,6904 ,7843 ,9204 ,14099 ,22192 ,16144 ,8860 ,7585 ,7377 ,3788 ,1284 ,29 ,0 ,0 ,2 
2021-06-03,½ÂÂ÷,174132 ,3606 ,8774 ,23557 ,20375 ,9133 ,6332 ,6287 ,6905 ,6522 ,5872 ,7309 ,9945 ,14664 ,18194 ,7445 ,7094 ,5968 ,4560 ,1234 ,334 ,9 ,0 ,0 ,13 
2021-06-03,ÇÏÂ÷,172119 ,996 ,5224 ,13659 ,22886 ,10075 ,5727 ,5726 ,5852 ,6328 ,5952 ,6643 ,8187 ,12396 ,20109 ,14769 ,8649 ,7535 ,6934 ,3411 ,1028 ,27 ,1 ,0 ,5 
2021-06-04,½ÂÂ÷,193178 ,3674 ,8586 ,22416 ,20331 ,9369 ,7047 ,7289 ,7683 ,8079 ,7927 ,9611 ,11858 ,16980 ,20493 ,9189 ,7731 ,6700 ,5792 ,1930 ,466 ,8 ,1 ,0 ,18 
2021-06-04,ÇÏÂ÷,191077 ,976 ,5172 ,12880 ,22631 ,10121 ,6495 ,6538 ,6685 ,7779 ,7798 ,8565 ,10018 ,14093 ,22667 ,16475 ,9659 ,7928 ,8268 ,4567 ,1724 ,28 ,1 ,0 ,9 
2021-06-05,½ÂÂ÷,140881 ,2666 ,3828 ,6224 ,8098 ,7860 ,7834 ,9476 ,10666 ,9998 ,9676 ,9686 ,10781 ,10479 ,8451 ,6066 ,5611 ,5754 ,5617 ,1686 ,407 ,5 ,0 ,0 ,12 
2021-06-05,ÇÏÂ÷,139164 ,740 ,3413 ,4409 ,6884 ,7241 ,6748 ,7956 ,10116 ,9685 ,9536 ,9262 ,10059 ,10688 ,9856 ,7399 ,5931 ,6211 ,7357 ,4127 ,1521 ,20 ,0 ,0 ,5 
2021-06-06,½ÂÂ÷,100455 ,1531 ,2028 ,2986 ,4704 ,5907 ,5846 ,6635 ,7471 ,7563 ,7431 ,7469 ,7703 ,7149 ,6128 ,5099 ,5002 ,4703 ,3597 ,1202 ,273 ,11 ,3 ,0 ,14 
2021-06-06,ÇÏÂ÷,100114 ,501 ,1758 ,2029 ,3603 ,5324 ,5522 ,5712 ,6677 ,7179 ,7351 ,7294 ,7701 ,7518 ,6922 ,5725 ,5015 ,5380 ,5152 ,2718 ,978 ,46 ,3 ,0 ,6 
2021-06-07,½ÂÂ÷,180637 ,3867 ,9076 ,23123 ,20203 ,9363 ,6794 ,7017 ,7421 ,7209 ,7064 ,8552 ,10388 ,15151 ,18953 ,8102 ,7138 ,5701 ,3890 ,1263 ,341 ,6 ,1 ,0 ,14 
2021-06-07,ÇÏÂ÷,178269 ,996 ,5233 ,12922 ,23088 ,10291 ,6319 ,6322 ,6465 ,7050 ,6937 ,7811 ,9045 ,12669 ,20981 ,15739 ,8903 ,7296 ,6180 ,2987 ,1009 ,21 ,0 ,0 ,5 
2021-06-08,½ÂÂ÷,184939 ,3810 ,9113 ,23572 ,21016 ,9625 ,6823 ,7076 ,7514 ,7373 ,7132 ,8119 ,10958 ,15566 ,18944 ,8091 ,7161 ,6684 ,4551 ,1445 ,333 ,12 ,0 ,0 ,21 
2021-06-08,ÇÏÂ÷,182911 ,1015 ,5388 ,13337 ,23454 ,10349 ,6549 ,6169 ,6686 ,7127 ,6968 ,7680 ,9569 ,13499 ,21246 ,15564 ,8793 ,7812 ,7161 ,3406 ,1081 ,41 ,0 ,0 ,17 
2021-06-09,½ÂÂ÷,185366 ,3772 ,8931 ,23489 ,20992 ,9543 ,6680 ,6923 ,7061 ,7246 ,6886 ,8430 ,10765 ,16795 ,19457 ,8255 ,6655 ,6637 ,4945 ,1518 ,361 ,9 ,0 ,0 ,16 
2021-06-09,ÇÏÂ÷,183354 ,1056 ,5327 ,13243 ,23652 ,10090 ,6258 ,6217 ,6438 ,7071 ,6812 ,7727 ,9590 ,13543 ,22004 ,15717 ,8815 ,7532 ,7399 ,3643 ,1174 ,39 ,0 ,0 ,7 
2021-06-10,½ÂÂ÷,183463 ,3721 ,8904 ,23017 ,20854 ,9500 ,6837 ,6953 ,7310 ,7312 ,7011 ,8403 ,11019 ,15745 ,18680 ,8236 ,6978 ,6448 ,4783 ,1404 ,320 ,12 ,0 ,0 ,16 
2021-06-10,ÇÏÂ÷,181691 ,1001 ,5383 ,13099 ,23335 ,10186 ,6200 ,6101 ,6462 ,7083 ,7137 ,7739 ,9497 ,13713 ,20936 ,15413 ,8779 ,7591 ,7370 ,3540 ,1089 ,31 ,0 ,0 ,6 
2021-06-11,½ÂÂ÷,187477 ,3263 ,8320 ,21495 ,20100 ,9051 ,6649 ,7131 ,7537 ,8067 ,7962 ,9207 ,11555 ,16218 ,19786 ,8857 ,7354 ,6751 ,5916 ,1752 ,474 ,16 ,4 ,0 ,12 
2021-06-11,ÇÏÂ÷,185529 ,897 ,4757 ,12370 ,22237 ,9899 ,5984 ,6247 ,6797 ,7641 ,7685 ,8484 ,10130 ,13888 ,21887 ,15831 ,8827 ,7653 ,8366 ,4251 ,1641 ,49 ,2 ,0 ,6 
2021-06-12,½ÂÂ÷,137017 ,2663 ,3626 ,5844 ,7736 ,8035 ,8031 ,9126 ,9722 ,9869 ,9107 ,9640 ,10365 ,10233 ,8081 ,5634 ,6139 ,5772 ,5304 ,1645 ,435 ,0 ,0 ,0 ,10 
2021-06-12,ÇÏÂ÷,135362 ,767 ,3387 ,4254 ,6473 ,7166 ,7081 ,7627 ,8970 ,9172 ,9060 ,9391 ,9826 ,10443 ,9985 ,6977 ,5981 ,6255 ,7144 ,3973 ,1422 ,5 ,0 ,0 ,3 
2021-06-13,½ÂÂ÷,99811 ,1434 ,2195 ,3132 ,4699 ,5740 ,5810 ,6207 ,7235 ,7270 ,7070 ,7674 ,7529 ,7376 ,6173 ,5099 ,5561 ,4683 ,3515 ,1112 ,257 ,25 ,6 ,0 ,9 
2021-06-13,ÇÏÂ÷,99197 ,457 ,1857 ,2174 ,3570 ,5288 ,5387 ,5298 ,6393 ,6945 ,7095 ,7283 ,7722 ,7388 ,7244 ,5727 ,5242 ,5357 ,5059 ,2675 ,966 ,58 ,6 ,0 ,6 
2021-06-14,½ÂÂ÷,181292 ,3912 ,9127 ,23078 ,20137 ,8985 ,6751 ,6941 ,7317 ,7483 ,7089 ,8635 ,10529 ,15326 ,19141 ,8029 ,6787 ,6149 ,4079 ,1406 ,362 ,11 ,0 ,0 ,18 
2021-06-14,ÇÏÂ÷,179175 ,1059 ,5392 ,13324 ,22992 ,9575 ,6100 ,6316 ,6429 ,7326 ,6876 ,7797 ,9583 ,13086 ,20934 ,15458 ,8625 ,7647 ,6300 ,3145 ,1167 ,39 ,0 ,0 ,5 
2021-06-15,½ÂÂ÷,180090 ,3757 ,8776 ,22891 ,21107 ,9213 ,6495 ,6564 ,6854 ,6979 ,6789 ,7818 ,10351 ,15202 ,18801 ,8159 ,7414 ,6602 ,4453 ,1484 ,360 ,9 ,2 ,0 ,10 
2021-06-15,ÇÏÂ÷,178377 ,998 ,5277 ,13126 ,23324 ,9747 ,5877 ,5842 ,6160 ,6745 ,6735 ,7409 ,8899 ,13202 ,21033 ,15362 ,9059 ,7845 ,7065 ,3442 ,1190 ,32 ,3 ,0 ,5 
2021-06-16,½ÂÂ÷,187877 ,3913 ,9034 ,23096 ,20780 ,9481 ,7018 ,7342 ,7440 ,7539 ,7284 ,8645 ,11307 ,16740 ,19580 ,8190 ,7121 ,6343 ,5032 ,1572 ,390 ,12 ,2 ,0 ,16 
2021-06-16,ÇÏÂ÷,185976 ,1044 ,5457 ,13458 ,23319 ,10284 ,6402 ,6470 ,6676 ,7069 ,7231 ,8112 ,9879 ,13849 ,21949 ,15335 ,9066 ,7699 ,7540 ,3791 ,1302 ,33 ,4 ,0 ,7 
2021-06-17,½ÂÂ÷,185099 ,3712 ,8931 ,23052 ,20620 ,9425 ,6938 ,6970 ,7223 ,7441 ,7458 ,8655 ,10985 ,15827 ,18763 ,8006 ,7348 ,6881 ,4957 ,1477 ,397 ,17 ,3 ,0 ,13 
2021-06-17,ÇÏÂ÷,183201 ,1007 ,5277 ,13234 ,23269 ,9858 ,6297 ,6287 ,6568 ,7211 ,7178 ,8063 ,9380 ,13428 ,21374 ,14908 ,8963 ,8000 ,7667 ,3865 ,1316 ,47 ,2 ,0 ,2 
2021-06-18,½ÂÂ÷,188112 ,3362 ,8192 ,21695 ,20090 ,9040 ,6357 ,6786 ,7551 ,7787 ,7839 ,9626 ,11702 ,16821 ,20127 ,8665 ,7090 ,6667 ,6386 ,1842 ,460 ,7 ,3 ,0 ,17 
2021-06-18,ÇÏÂ÷,186031 ,844 ,4856 ,12541 ,22394 ,9752 ,5850 ,5947 ,6688 ,7468 ,7644 ,8739 ,10378 ,14033 ,22228 ,15504 ,8810 ,7445 ,8495 ,4695 ,1662 ,50 ,5 ,0 ,3 
2021-06-19,½ÂÂ÷,141073 ,2674 ,3759 ,6027 ,7774 ,8077 ,8296 ,9124 ,10282 ,9886 ,9432 ,9815 ,10843 ,10596 ,8430 ,6015 ,5747 ,6261 ,5730 ,1854 ,436 ,0 ,0 ,0 ,15 
2021-06-19,ÇÏÂ÷,139812 ,774 ,3400 ,4515 ,6710 ,7282 ,7106 ,7641 ,9204 ,9515 ,9403 ,9389 ,10286 ,10786 ,10172 ,7475 ,6004 ,6666 ,7603 ,4301 ,1561 ,0 ,0 ,0 ,19 
2021-06-20,½ÂÂ÷,102679 ,1510 ,2186 ,3153 ,4849 ,6024 ,5991 ,6442 ,7365 ,7568 ,7470 ,7630 ,7944 ,7564 ,6466 ,5249 ,4956 ,4987 ,3747 ,1230 ,309 ,20 ,0 ,0 ,19 
2021-06-20,ÇÏÂ÷,101894 ,456 ,1899 ,2234 ,3730 ,5464 ,5657 ,5661 ,6626 ,6929 ,7318 ,7270 ,7695 ,7675 ,7357 ,5967 ,5222 ,5418 ,5331 ,2839 ,1063 ,69 ,3 ,0 ,11 
2021-06-21,½ÂÂ÷,186983 ,3973 ,9288 ,23324 ,20238 ,9402 ,6933 ,7238 ,7508 ,7587 ,7355 ,9022 ,10918 ,15887 ,19283 ,8599 ,7434 ,6521 ,4539 ,1517 ,393 ,6 ,4 ,0 ,14 
2021-06-21,ÇÏÂ÷,184711 ,1085 ,5382 ,13376 ,23132 ,10003 ,6338 ,6561 ,6668 ,7324 ,6988 ,8383 ,9769 ,13648 ,21285 ,15936 ,9206 ,7692 ,7033 ,3592 ,1272 ,26 ,3 ,0 ,9 
2021-06-22,½ÂÂ÷,188473 ,3873 ,9161 ,23489 ,20821 ,9438 ,6900 ,7164 ,7245 ,7545 ,7300 ,8760 ,11351 ,16262 ,19221 ,8650 ,7175 ,7273 ,4902 ,1562 ,358 ,5 ,1 ,0 ,17 
2021-06-22,ÇÏÂ÷,186609 ,1035 ,5429 ,13611 ,23530 ,10151 ,6371 ,6333 ,6523 ,7182 ,7246 ,8121 ,9600 ,14007 ,21999 ,15583 ,9279 ,8037 ,7528 ,3786 ,1206 ,45 ,1 ,0 ,6 
2021-06-23,½ÂÂ÷,188388 ,3813 ,9067 ,23267 ,20825 ,9493 ,6791 ,7041 ,7365 ,7621 ,7308 ,8929 ,10973 ,16897 ,19510 ,8233 ,6880 ,7025 ,5310 ,1584 ,438 ,3 ,0 ,0 ,15 
2021-06-23,ÇÏÂ÷,186406 ,1016 ,5329 ,13355 ,23610 ,9977 ,6173 ,6427 ,6659 ,7337 ,7233 ,8096 ,9641 ,14017 ,22455 ,15395 ,8799 ,7610 ,8009 ,3886 ,1340 ,36 ,1 ,0 ,5 
2021-06-24,½ÂÂ÷,189368 ,3914 ,9020 ,23107 ,20884 ,9618 ,6865 ,7044 ,7297 ,7401 ,7315 ,8474 ,11482 ,16518 ,19124 ,8525 ,7545 ,7512 ,5583 ,1706 ,414 ,2 ,6 ,0 ,12 
2021-06-24,ÇÏÂ÷,187282 ,1045 ,5399 ,13401 ,23397 ,10242 ,6139 ,6248 ,6612 ,7129 ,7088 ,7938 ,9711 ,14534 ,21694 ,15380 ,9166 ,8090 ,8456 ,4150 ,1418 ,35 ,3 ,0 ,7 
2021-06-25,½ÂÂ÷,196013 ,3808 ,8817 ,22270 ,20472 ,9662 ,7338 ,7426 ,7757 ,8255 ,8162 ,9676 ,12033 ,17652 ,20186 ,9103 ,7526 ,6953 ,6350 ,2003 ,526 ,18 ,10 ,0 ,10 
2021-06-25,ÇÏÂ÷,194032 ,916 ,5344 ,13057 ,22788 ,10156 ,6776 ,6799 ,6949 ,7836 ,7711 ,8788 ,10497 ,14804 ,22581 ,15963 ,9191 ,7990 ,9004 ,5000 ,1825 ,46 ,8 ,0 ,3 
2021-06-26,½ÂÂ÷,134421 ,2591 ,3508 ,5729 ,7629 ,7446 ,7782 ,8639 ,9732 ,9311 ,8937 ,9332 ,10516 ,10328 ,7994 ,5892 ,5633 ,5862 ,5382 ,1712 ,445 ,1 ,0 ,0 ,20 
2021-06-26,ÇÏÂ÷,133387 ,736 ,3343 ,4114 ,6444 ,6776 ,6878 ,7328 ,8621 ,8629 ,8978 ,8804 ,10087 ,10528 ,9695 ,7109 ,6021 ,6493 ,7232 ,4024 ,1539 ,2 ,0 ,0 ,6 
2021-06-27,½ÂÂ÷,100444 ,1539 ,2249 ,3159 ,4995 ,5817 ,5989 ,6417 ,7267 ,7464 ,7261 ,7584 ,7777 ,7348 ,6031 ,4980 ,4771 ,4634 ,3677 ,1174 ,283 ,13 ,2 ,0 ,13 
2021-06-27,ÇÏÂ÷,100429 ,466 ,1894 ,2265 ,3724 ,5357 ,5583 ,5461 ,6517 ,7151 ,7285 ,7099 ,7641 ,7573 ,7089 ,5804 ,5117 ,5388 ,5144 ,2801 ,1003 ,62 ,1 ,0 ,4 
2021-06-28,½ÂÂ÷,181300 ,3981 ,9140 ,22729 ,20200 ,8766 ,6386 ,6793 ,7486 ,7200 ,7293 ,8661 ,10679 ,15692 ,18944 ,8137 ,6949 ,5990 ,4390 ,1468 ,386 ,15 ,3 ,0 ,12 
2021-06-28,ÇÏÂ÷,178772 ,1051 ,5270 ,13153 ,22845 ,9445 ,5826 ,6006 ,6656 ,7101 ,6926 ,8030 ,9458 ,13087 ,21104 ,15586 ,8800 ,7278 ,6564 ,3355 ,1186 ,40 ,2 ,0 ,3 
2021-06-29,½ÂÂ÷,186108 ,3933 ,9137 ,23100 ,20780 ,9337 ,6849 ,6950 ,7812 ,7190 ,7148 ,8385 ,10648 ,15866 ,19089 ,8464 ,7352 ,7253 ,4878 ,1517 ,404 ,5 ,0 ,0 ,11 
2021-06-29,ÇÏÂ÷,183932 ,1024 ,5327 ,13181 ,23378 ,9969 ,6175 ,6164 ,7051 ,7279 ,6801 ,7829 ,9468 ,13495 ,21645 ,15480 ,9147 ,7953 ,7548 ,3668 ,1294 ,54 ,0 ,0 ,2 
2021-06-30,½ÂÂ÷,188370 ,3848 ,9092 ,23058 ,20523 ,9262 ,6744 ,6901 ,8108 ,7737 ,7447 ,8730 ,10379 ,16619 ,19987 ,8470 ,6895 ,6817 ,5670 ,1636 ,421 ,12 ,0 ,0 ,14 
2021-06-30,ÇÏÂ÷,186198 ,1103 ,5323 ,13208 ,22996 ,9854 ,6305 ,6244 ,7335 ,7722 ,7612 ,8073 ,9317 ,13403 ,22289 ,15675 ,8902 ,7613 ,7856 ,4025 ,1291 ,45 ,0 ,0 ,7 
2021-07-01,½ÂÂ÷,188963 ,3854 ,9170 ,23296 ,20518 ,9341 ,6929 ,7421 ,7889 ,7603 ,7295 ,8751 ,10901 ,16276 ,19281 ,8434 ,7416 ,6713 ,5821 ,1618 ,400 ,12 ,0 ,0 ,24 
2021-07-01,ÇÏÂ÷,187119 ,1008 ,5387 ,13449 ,23377 ,9972 ,6340 ,6601 ,7081 ,7626 ,7138 ,7989 ,9667 ,13560 ,21903 ,15438 ,9195 ,7971 ,7936 ,4133 ,1289 ,46 ,2 ,0 ,11 
2021-07-02,½ÂÂ÷,197285 ,3821 ,8695 ,22537 ,20300 ,9401 ,7025 ,7584 ,8078 ,8326 ,7832 ,9629 ,11929 ,17780 ,20684 ,9213 ,7595 ,6818 ,7510 ,1984 ,517 ,12 ,0 ,0 ,15 
2021-07-02,ÇÏÂ÷,195766 ,978 ,5379 ,13014 ,22863 ,10043 ,6500 ,6853 ,7379 ,8087 ,7693 ,8927 ,10703 ,14848 ,23131 ,16555 ,9431 ,7858 ,9040 ,4752 ,1680 ,45 ,0 ,0 ,7 
2021-07-03,½ÂÂ÷,124949 ,2620 ,3592 ,5619 ,7386 ,7714 ,7683 ,8824 ,9419 ,9283 ,9009 ,8667 ,9092 ,8467 ,6567 ,4734 ,4585 ,5017 ,5078 ,1286 ,288 ,0 ,0 ,0 ,19 
2021-07-03,ÇÏÂ÷,124092 ,738 ,3385 ,4203 ,6191 ,7005 ,6840 ,7635 ,8582 ,8900 ,9063 ,8444 ,8801 ,8996 ,8025 ,6024 ,4838 ,5447 ,6637 ,3242 ,1087 ,2 ,0 ,0 ,7 
2021-07-04,½ÂÂ÷,86839 ,1240 ,1714 ,2514 ,3961 ,4810 ,4811 ,5253 ,6015 ,6400 ,6158 ,6555 ,6687 ,6513 ,5471 ,4473 ,4396 ,5166 ,3343 ,1067 ,246 ,27 ,4 ,0 ,15 
2021-07-04,ÇÏÂ÷,86340 ,395 ,1410 ,1740 ,2943 ,4232 ,4325 ,4472 ,5755 ,5923 ,6103 ,6442 ,6966 ,6803 ,6261 ,4982 ,4538 ,4951 ,4711 ,2444 ,870 ,67 ,1 ,0 ,6 
2021-07-05,½ÂÂ÷,187129 ,3923 ,9216 ,23235 ,20613 ,9230 ,6957 ,7341 ,7872 ,7897 ,7434 ,8998 ,10877 ,16088 ,19479 ,8273 ,7004 ,6046 ,4745 ,1514 ,361 ,10 ,1 ,0 ,15 
2021-07-05,ÇÏÂ÷,184802 ,1046 ,5318 ,13313 ,23575 ,10051 ,6244 ,6731 ,6992 ,7870 ,7109 ,8160 ,9722 ,13413 ,21902 ,15751 ,8987 ,7300 ,6750 ,3373 ,1150 ,38 ,1 ,0 ,6 
2021-07-06,½ÂÂ÷,188754 ,3869 ,9140 ,23527 ,20795 ,9574 ,6729 ,7495 ,7720 ,7685 ,7356 ,8675 ,11158 ,16294 ,19229 ,8767 ,7621 ,6520 ,4640 ,1589 ,352 ,8 ,0 ,0 ,11 
2021-07-06,ÇÏÂ÷,186915 ,1031 ,5426 ,13410 ,23618 ,10076 ,6196 ,6754 ,7381 ,7654 ,7225 ,7958 ,9662 ,13570 ,21569 ,16021 ,9382 ,7995 ,7282 ,3515 ,1154 ,31 ,1 ,0 ,4 
2021-07-07,½ÂÂ÷,184132 ,3716 ,8918 ,23159 ,20709 ,9383 ,6674 ,6881 ,7331 ,7312 ,6857 ,8327 ,10855 ,17221 ,19261 ,8337 ,6752 ,6005 ,4666 ,1399 ,340 ,9 ,2 ,0 ,18 
2021-07-07,ÇÏÂ÷,181986 ,993 ,5241 ,13363 ,23537 ,10302 ,6262 ,6246 ,6706 ,7265 ,6780 ,7557 ,9134 ,14019 ,21847 ,15491 ,8638 ,7220 ,6908 ,3380 ,1058 ,31 ,2 ,0 ,6 
2021-07-08,½ÂÂ÷,178251 ,3635 ,8719 ,22410 ,20195 ,9139 ,6466 ,6515 ,6818 ,6871 ,6737 ,8141 ,10265 ,15720 ,18429 ,8190 ,7139 ,6258 ,4702 ,1479 ,390 ,13 ,2 ,0 ,18 
2021-07-08,ÇÏÂ÷,176988 ,1012 ,5211 ,13007 ,23000 ,9797 ,6147 ,5873 ,6292 ,6658 ,6651 ,7413 ,8992 ,13150 ,20920 ,15281 ,8761 ,7395 ,6701 ,3498 ,1187 ,35 ,1 ,0 ,6 
2021-07-09,½ÂÂ÷,185443 ,3617 ,8512 ,21888 ,20115 ,9117 ,6726 ,6929 ,7233 ,7361 ,7391 ,9115 ,11257 ,16296 ,19610 ,8700 ,7373 ,6249 ,5760 ,1758 ,419 ,5 ,0 ,0 ,12 
2021-07-09,ÇÏÂ÷,183778 ,1011 ,5197 ,12780 ,22838 ,10118 ,6108 ,6296 ,6475 ,7055 ,7052 ,8211 ,10036 ,13650 ,21932 ,15765 ,8878 ,7477 ,7557 ,3847 ,1451 ,34 ,1 ,0 ,9 
2021-07-10,½ÂÂ÷,119154 ,2381 ,3340 ,5508 ,7107 ,6998 ,6784 ,7485 ,8246 ,8180 ,7716 ,8109 ,8903 ,8899 ,6996 ,5307 ,4869 ,6076 ,4586 ,1319 ,320 ,0 ,0 ,0 ,25 
2021-07-10,ÇÏÂ÷,118417 ,674 ,3135 ,3914 ,5955 ,6811 ,6099 ,6744 ,7718 ,7927 ,8000 ,8117 ,8787 ,9550 ,8476 ,6103 ,4843 ,5559 ,6064 ,2893 ,1036 ,1 ,0 ,0 ,11 
2021-07-11,½ÂÂ÷,83839 ,1324 ,1865 ,2566 ,4091 ,4710 ,4486 ,4987 ,6026 ,5829 ,5972 ,6095 ,6675 ,6078 ,5493 ,4358 ,4712 ,4102 ,3250 ,951 ,233 ,22 ,1 ,0 ,13 
2021-07-11,ÇÏÂ÷,83040 ,389 ,1590 ,1793 ,3155 ,4358 ,4418 ,4395 ,5288 ,5593 ,6160 ,5985 ,6687 ,6411 ,5847 ,4852 ,4366 ,4499 ,4253 ,2161 ,783 ,47 ,1 ,0 ,9 
2021-07-12,½ÂÂ÷,162336 ,3760 ,8612 ,20855 ,17967 ,8164 ,6152 ,6451 ,6422 ,6291 ,6366 ,7472 ,8857 ,14221 ,17803 ,7451 ,6169 ,5126 ,3089 ,850 ,234 ,7 ,1 ,0 ,16 
2021-07-12,ÇÏÂ÷,160712 ,1001 ,5081 ,12534 ,20744 ,8913 ,5813 ,5764 ,5981 ,6246 ,6074 ,6923 ,7918 ,11420 ,19631 ,14416 ,8005 ,6328 ,5054 ,2157 ,687 ,15 ,1 ,0 ,6 
2021-07-13,½ÂÂ÷,163485 ,3626 ,8531 ,20763 ,18349 ,8722 ,6121 ,6212 ,6369 ,6248 ,6387 ,7379 ,8748 ,14244 ,17645 ,7659 ,6633 ,5290 ,3370 ,927 ,237 ,7 ,4 ,0 ,14 
2021-07-13,ÇÏÂ÷,161529 ,956 ,5188 ,12351 ,20799 ,9413 ,5705 ,5718 ,5830 ,6268 ,6141 ,6806 ,7885 ,11451 ,19422 ,14372 ,8142 ,6739 ,5274 ,2316 ,719 ,23 ,1 ,0 ,10 
2021-07-14,½ÂÂ÷,162245 ,3634 ,8311 ,20262 ,18327 ,8499 ,5994 ,6058 ,6328 ,6386 ,6024 ,7229 ,8853 ,14767 ,18224 ,7553 ,6374 ,5034 ,3469 ,856 ,45 ,5 ,2 ,0 ,11 
2021-07-14,ÇÏÂ÷,160273 ,986 ,5158 ,12327 ,20700 ,9169 ,5707 ,5461 ,5654 ,6127 ,5972 ,6640 ,7746 ,11680 ,20206 ,14146 ,8086 ,6335 ,5331 ,2468 ,359 ,7 ,3 ,0 ,5 
2021-07-15,½ÂÂ÷,159781 ,3629 ,8279 ,20109 ,17923 ,8401 ,5959 ,6022 ,6259 ,6143 ,6024 ,6914 ,8620 ,13826 ,17376 ,7572 ,6906 ,5378 ,3476 ,928 ,20 ,3 ,4 ,0 ,10 
2021-07-15,ÇÏÂ÷,158053 ,946 ,5121 ,12293 ,20261 ,9054 ,5555 ,5451 ,5594 ,5970 ,5933 ,6671 ,7499 ,11002 ,19490 ,13846 ,8237 ,6876 ,5383 ,2509 ,342 ,5 ,5 ,0 ,10 
2021-07-16,½ÂÂ÷,163178 ,3629 ,7980 ,19406 ,17663 ,8633 ,6206 ,6447 ,6524 ,6546 ,6629 ,7656 ,9393 ,14546 ,17820 ,8165 ,6272 ,4882 ,3742 ,1002 ,22 ,0 ,1 ,0 ,14 
2021-07-16,ÇÏÂ÷,161399 ,921 ,5151 ,11998 ,19662 ,9261 ,5722 ,5728 ,6038 ,6575 ,6394 ,7001 ,8185 ,11858 ,19671 ,14307 ,8105 ,6237 ,5531 ,2661 ,385 ,2 ,0 ,0 ,6 
2021-07-17,½ÂÂ÷,106383 ,2437 ,3384 ,5282 ,6791 ,6785 ,6167 ,6869 ,7503 ,7373 ,6762 ,7083 ,7183 ,7803 ,6629 ,4791 ,4534 ,4498 ,3549 ,887 ,58 ,0 ,0 ,0 ,15 
2021-07-17,ÇÏÂ÷,105748 ,698 ,3106 ,4132 ,5752 ,6379 ,5493 ,5964 ,7019 ,7228 ,7260 ,7000 ,7309 ,7691 ,7677 ,5719 ,4642 ,4949 ,4889 ,2302 ,532 ,0 ,0 ,0 ,7 
2021-07-18,½ÂÂ÷,78290 ,1349 ,1926 ,2651 ,3812 ,4614 ,4133 ,4770 ,5332 ,5474 ,5402 ,5491 ,5662 ,5813 ,5252 ,4431 ,4185 ,4304 ,2993 ,632 ,47 ,3 ,0 ,0 ,14 
2021-07-18,ÇÏÂ÷,77469 ,447 ,1722 ,1996 ,3039 ,4285 ,4189 ,4014 ,4918 ,5117 ,5485 ,5364 ,5554 ,5640 ,5858 ,4855 ,4043 ,4483 ,4173 ,1878 ,396 ,4 ,1 ,0 ,8 
2021-07-19,½ÂÂ÷,159905 ,3802 ,8461 ,20024 ,17706 ,8388 ,6220 ,6319 ,6477 ,6313 ,6381 ,7180 ,8521 ,13650 ,17301 ,7549 ,6649 ,4944 ,3116 ,857 ,29 ,3 ,1 ,0 ,14 
2021-07-19,ÇÏÂ÷,157718 ,997 ,5180 ,12229 ,20020 ,9029 ,5855 ,5781 ,5864 ,6284 ,6048 ,6827 ,7693 ,10731 ,19139 ,14098 ,8144 ,6320 ,4890 ,2279 ,299 ,4 ,1 ,0 ,6 
2021-07-20,½ÂÂ÷,160913 ,3639 ,8330 ,19967 ,18355 ,8687 ,6168 ,6273 ,6504 ,6250 ,6335 ,7155 ,8448 ,13645 ,17426 ,7564 ,6734 ,5215 ,3270 ,909 ,19 ,6 ,1 ,0 ,13 
2021-07-20,ÇÏÂ÷,158968 ,949 ,5172 ,12015 ,20274 ,9159 ,5797 ,5731 ,5952 ,6288 ,6150 ,6735 ,7624 ,10985 ,19508 ,13941 ,8086 ,6623 ,5209 ,2442 ,316 ,5 ,4 ,0 ,3 
2021-07-21,½ÂÂ÷,158641 ,3584 ,8268 ,19859 ,17897 ,8462 ,5994 ,6164 ,6165 ,6245 ,5888 ,6839 ,8378 ,14487 ,17679 ,7424 ,6052 ,4864 ,3474 ,861 ,31 ,5 ,4 ,0 ,17 
